customer_id,gender,distance,Other,Unknown,Work,arabic,breakfast,burgers,desserts,free delivery,grills,lebanese,salads,sandwiches,shawarma,cakes,crepes,italian,pasta,pizzas,soups,indian,fries,mexican,american,milkshakes,asian,healthy food,japanese,sushi,mojitos,mandazi,omani,manakeesh,kids meal,donuts,fresh juices,ice creams,pancakes,waffles,hot dogs,dimsum,rice,sweets,steaks,pizza,mishkak,biryani,thali,vegetarian,pastry,seafood,chinese,thai,coffee,organic,smoothies,karak,rolls,hot chocolate,pastas,combos,bagels,churros,shuwa,frozen yoghurt,kushari,spanish latte,family meal,kebabs,cafe,fatayers
04HS503-0,0,0.004271584,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
04LF0UN-0,0,0.003673999,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
04O83N3-1,1,0.000793795,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
04TSSTV-1,1,0.003612329,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
04TSSTV-2,1,0.003780555,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
051A06M-0,0,0.001448157,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
055MN2K-0,1,0.003567838,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
05LJNFC-0,0,0.007108564,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
05R3BKO-2,1,0.007233575,0,0,1,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
066NSPH-0,0,0.000282862,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
066NSPH-1,0,0.000648415,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
06KCWZW-2,1,0.00616487,1,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
06Q258W-0,0,0.001284928,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
06QH4V1-0,0,6.95E-05,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
06SG2EQ-0,0,0.526090097,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
06SG2EQ-1,0,0.006244293,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
06V4ZR4-0,1,0.528001876,0,0,1,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
06V4ZR4-1,1,0.010500046,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
07294KB-0,0,0.083447961,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
07DZ7A4-1,1,0.004118851,0,0,1,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
086HGJH-0,0,0.008095077,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
087NN6I-1,0,0.002444407,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
088BPLC-2,0,0.000801221,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
088BPLC-3,0,0.000129396,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
088J47N-0,1,0.006514958,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
08PA3QO-0,0,0.004414178,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
08PSNX7-0,1,0.000159945,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
08PSNX7-1,1,0.000246875,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09K01P3-0,1,0.002595867,0,0,1,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09M8OKR-0,1,0.003895954,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09NXGRH-0,0,6.77E-05,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09Q8XMF-0,1,0.006043938,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09UOV4M-0,1,0.526907218,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09UOV4M-1,1,0.527270662,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09UOV4M-3,1,0.00543079,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09UOV4M-4,1,0.0040149,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
09Z9QF9-1,1,0.000310618,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0A0K6JL-1,0,0.000439251,0,0,1,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0A41QYP-1,1,0.004370753,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0AAO8TP-0,0,0.002533489,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0AH7UA9-0,1,0.009477652,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0AS3T3Q-0,0,0.004228377,0,0,1,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0B7680O-1,1,0.006510333,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BBHKHM-0,0,0.006776518,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BHOJIP-1,1,0.526409208,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BHOJIP-2,1,0.003429873,0,0,1,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BHOJIP-3,1,0.001703867,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BITNUZ-2,1,0.000573967,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BKG3DH-0,1,0.527153714,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BKG3DH-3,1,0.005551497,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0BXMCPT-0,0,0.0112995,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0C9WP58-0,0,0.009128457,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0CHV11Z-0,1,0.526590157,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0CHV11Z-1,1,0.002783939,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0CPXPLF-1,0,0.004094164,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0CSCAH6-0,0,0.002708138,0,0,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
0CVNXZN-0,1,0.003538926,0,1,0,11,24,40,44,24,11,4,33,42,11,4,3,4,16,8,14,10,20,3,27,11,4,5,2,1,13,1,3,1,15,4,17,10,3,3,5,1,8,3,4,1,2,6,1,1,1,1,1,2,5,1,7,1,2,3,1,1,1,1,1,1,1,1,1,3,7,1
